id,tweet,label
635543618380562433,feel invisible hand remove eyeball spoon,1
635542289629192192,hair tapestry latest hair trend,1
635533454076215296,feel shoreham coverage alt medium beyond news ghoulish,1
635532439201415169,mail entirely mail online barely news,1
635527712275308544,awful,1
635526891013828608,awfulness continue heartbreaking,1
635489332082683904,lazy afternoon snooze kitty cat lazysunday,1
635480709331877889,pain heartbreak tragedy confusing emotion feel sadness south coast friend shoreham,1
635466276417204224,pour rain cambridge sun last,1
635457669915086850,friend footballer pay tribute teammate,1
635437561767444480,ive nothing last minute enough need stand stuff lazysunday,1
635353558045597697,comfy sunday cushion blog post snug,1
635343406479339520,a27 diversion route likely remain place shoreham air crash,1
635341947071266816,medium highlight hypocrisy human tragedy global many choose ignore doorstep,1
635187171243229185,hope pilot pull enough death shoreham,1
635128780235894784,comment pilot save true quite incredible,1
635122065058742272,urgh awful,1
635121565361938432,shake image unsuspecting people drive along business tragically sad,1
635119579455451136,dear god horrific image awful awful awful,1
635117890262446080,people confirm dead plane crash several vehicle a27 shoreham airshow,1
635115683232227329,bbc report fatality far awful,1
635112732132528128,toaster shopping needlessly confuse,1
635111298687221760,hard funky decent quality toaster reasonable price silver boring cheap firstworldproblems,1
635109574039760896,sad footage release shoreham air crash content obviously distress,1
635097271646978048,thought,1
635095852600696832,awful awful tragedy hope casualty,1
634994424653709312,true,1
634974010309263360,sofa shopping whoop,1
634972142795403264,cat always overjoy every kind love priceless,1
634965102727430144,beach trip,1
634960545607778304,,1
634814583899877377,dusk warm,1
634799750685040640,awesome motovlogs commentary great fun want bike,1
634770016227958784,dolphin spot head east hove,1
634765257475522560,finish service centre want cry punch good work eon,1
634763828862021632,man hospital suffer arm wrestling injury mill road,1
634760324378443776,,1
634759751851745281,thx speak nice helpful young lady sort thx,1
634759509827829760,last worry speak helpful young lady sort thx,1
634756947267448833,number phone account advise thx,1
634654037888118784,fragile ego umbrage blink need break,1
634643282493067264,dog desperate treatsben friend grateful donation,1
634640362334781440,fing need away work,1
634628898693742592,malteasers epic,1
634628697161625600,feel strange mix excited sad big change loom liberate many lifeischanging,1
634628135196209152,last bus work feel weird,1
634617497195540484,need care less want hard heart,1
634617327930241024,allow feel disappointment someone,1
634597667482542080,last office whoop,1
634408642910027776,horrible muggy weather cambridge weather,1
634407239848194048,however miss living road people drive lunatic,1
634403594733776896,walk home occurs walk home wont possible soon miss,1
634349032744349696,wonder turn raymond,1
634321096213458944,decide life need pink cuddler chairbed 😁💗🏡,1
634304619385081856,love story,1
634268862238826496,good luck kid gcse result resultsday,1
634259276270338048,people traffic everyone quietcambridge,1
634251264033955840,faffing consider hobby good,1
634245970147057665,absolutely,1
634244897139240960,think sofa shopping excite,1
634230985228427264,suppose,1
634133567627509760,need sleep exciting buzz,1
634132850007257093,mini hog earlier,1
633526666464243712,best post facebook instagram,1
633523125435637760,another milestone insurance place final viewing tonight deposit prepare exchange imminent,1
633522478434910208,,1
633519761285120000,miss every single think true,1
633414312011407364,either eyelash elephant eye either net result pain,1
633372452375121920,elephant fact elephant herd consider closely knit society animal,1
633332976764514304,beautiful spopie adopt chat 2007 love last blackcatappreciationday,1
633311371204132864,use account,1
633310349735948292,beauty,1
633303580217344000,interest read bbc news diagnosis adult adhd,1
633243511027027968,girl spopie blackcatappreciationday,1
633237525117693952,cement status crochet weirdo staff cafe,1
633235386769276928,hear hear,1
633235276203171840,never think glad distraction work productive organise,1
633213464027267073,feel autumnal sudden,1
633182008970227712,jess cake,1
633170396888608768,community rally behind former soldier beg beehive centre,1
633170263396511745,5yrs ago puppy abandon ireland london adopt swim california,1
633169388452085760,miss every single feel gutpunched,1
632926198348283905,house smell cake,1
632870146709803008,cotton granny square pink grey crochet grannysquare,1
632843537038614528,ive little car happy birthday little car strong,1
632646475768549377,bad comfortfood,1
632552107791515649,ely ely cambridgeshire,1
632486874595074048,gorgeous drive ely ely catherdral,1
632264806389706752,think,1
631811145410723844,awful hope okay,1
631810620288053249,picture severe weather hit sussex,1
631589569172013059,block another traditional grannysquare crochet crochetblanket afghan,1
631569225379876864,hog hedgehog,1
631539401554837504,,1
631535225701593088,crochet tipsy angry sad many extreme crochet mix,1
631533943439917056,feel emotionally drained easy stress free evening crochet penguin madagascar,1
631531032924303360,read wonderful blog elephant conservation zimbabwe worldelephantday,1
631531015446622209,astroluca2013 arrive queensland welcome rivet colorful nature australia,1
631518690807271424,aboard aquatic combine harvest weed cambs waterway 0750,1
631237613937127424,yep,1
631234172477153280,big hoggle supper tonight magical little beastie,1
631200592669577216,marley zena dogrescuers fab rescue owner almost starve dog priv…,1
631199941059325952,indeed,1
631188164896509952,magical sky tonight change second nofilter,1
631185760977334272,beautiful sky tonight nofilter,1
631181394182565888,rare tuesday treat dinner comfortfood,1
631161724230610944,buy decide super organise waaay early,1
631160423799238657,sorry hear lily pet family heartbreaking die dixie lovely life,1
631127184707612672,must remember,1
630638584039624704,gorilla amaze reaction reunite man care,1
630512758497394688,test eye play fastpaced colormatching game,1
630512726285156352,score 447 point kolor game guess color score high,1
630511794956693504,awake race need sleep dammit insomnia,1
630507417500000257,square crochet crochetblanket,1
630507027375214592,glad survive brutality desert strong safe,1
630448611252404224,remember house range cooker whoop forward road test,1
630387865445343232,square lacy crochet pale blue yarn crochet crochetblanket,1
630368131723231232,square crochet crochet,1
630325533990064128,milton country park weve prettiest spot,1
630325417497505792,happy sunday borntosew,1
630320799640068096,deckchair sun love ☀️💕😎 catsoftwitter,1
630128421033648128,pitch perfect pat benatar belong,1
630125190861717504,natalie imbruglia,1
630121186882662400,hoggles dinner far tonight hedgehog,1
630000268273393664,brighton student choose exhibit alongside hogarth reynolds national portrait gallery,1
629999965885067264,beautiful kitty,1
629999439319576576,lovely kitchen,1
629989028083974144,fun cambridgeshire september,1
629987192601976832,worldcatday,1
629986994429538304,pup cuddle due horrible skin infection provide tlc,1
629985832607330304,chair mine 💗worldcatday,1
629981462654263297,cambridgeshire cook book,1
629981298191400960,alevel predict grade wrong cambridge assessment,1
629976648239198208,might complete house next whoop,1
629973680576196608,steve tat painless want,1
629968056496824321,company work worldcatday,1
629962999806210048,happy little dog rise play balloon,1
629756097314861057,snuffly hedgehog dinner evening,1
629630906219790336,poor baby,1
629625100493529088,wrong people,1
629621238638473216,estate agent officially piss,1
629620918831185920,woman assault walk home peterborough appeal,1
629618946363293696,big game animal worth alive dead,1
629557481073680384,mention fastest grow farm attraction lovely yay donkey,1
629548256989683712,school traffic feel odd,1
629435195414941696,square complete treble bobble crochet,1
629367166429724672,massive kind soul orphan rhino horn trade insafehands htt…,1
629367052424355842,scar baby elephant rapas cry save drown many team,1
629334836268933120,river cam fill joy 🙏🏼💕,1
629333529231495168,beautiful evening gentle walk home,1
629326763466846208,yaay grantchester 😁👍🏼,1
629326613054885888,bus driver elderly passenger sit start drive arent nice,1
629239054064861184,rip george minder star george cole,1
629192335004422144,poffy alway hectic schedule sleep eat buddy quick wash,1
629036113856995328,stitch bit uneven test attempt crochet,1
628977545627717632,kitten car tow mile swindon heartnews,1
628967940768014336,boy front beard reek lager child bus fare mystery,1
628966000839536640,step closer towards contract sign completion house exciting,1
628882224167976960,disgust hope catch person,1
628864448221028352,minion fan pattern sew felt,1
628864091688464384,girl doe best sleep whiskerswednesday,1
628822895989530624,wish foreign language school cambridge teach student manner,1
628811148419317760,bad night sleep weird anxiety dream leave feel refresh,1
628616128928055297,fantastic vlog emotional beautifully film good luck epic ride 👊🏼🍀,1
628609574606622720,,1
628486122973319172,tuesday,1
628455376619503616,random song pop head midnight train georgia idea,1
628448451118911488,life seem perfect outside world motivationalquotes,1
628312387851042816,serious note incredibly proud unified compassion condemnation animal abusers…,1
628276017946361857,nothing delicious home work clothes,1
628245564266819584,show afternoon bring mention aspidistra remember,1
628241769419964416,appeal identify suspect homophobic assault train london brighton pride,1
628167236482691072,retro sweet monday,1
628105223605764096,makeup artist paint wonderful whimsical scene adorable cat eyelid,1
628102084450238464,feeling overwhelm craft business advice management tip,1
628101666475233280,catloving friend love patch,1
628101418201841664,yarnbombing coronation street,1
628100534411620352,monday positiveaffirmations,1
627974995961102336,remember,1
627971596670644224,pre mondayanxiety anxiety suck,1
627968297418551296,wonderful,1
627864123511062528,holywell river front,1
627839452388442112,sunday lunch ferryboat inn,1
627810113869496320,rip cilla cilla black age,1
627569225289310208,bangle eternal flame,1
627564123052732416,soooo sleepy 830 saturday night,1
627550191613288449,crochet flower,1
627513966894448640,funny song transport place remind someone cause physical jolt change moment instantly,1
627499211886592000,black button several ball wool needle felt kit later,1
627371354451517440,mash avocado toast breakfast champion,1
627205232699797506,protecting endanger specie important,1
627187720775958530,tear fear head heel,1
627184162156507138,mum surgery seem fine overnight hospital home tomorrow,1
627182096851804160,crochet project red poppy sell british legion flower,1
627161908089647105,vile subhuman,1
627153039649046528,good home happy finally friday work,1
627122841251672064,cat poison symptom advice,1
662996787658145792,depression illness,1
662981690067914752,search therapist meet weekend,1
662966581736140800,1st lady mental health road map mental wellness,1
662951479091798016,want teen practice safe sex parenting,1
662936355161395200,untreated mental illness leaf dead mentalillness,1
662921230153027584,stereotype teen undermine parent,1
662906128221741060,love crisis,1
662891018572931072,parent mental illness mentalillness,1
662875910937444352,recovery addiction impact family,1
662860812055420928,heroin death surge,1
662853363676135425,raise narcissist,1
662823166683840512,top relationship deal breaker,1
662808084906180608,cbt winter blue,1
662785465288892416,decisive marriage,1
662767775132336128,mental suffer illness mentalillness,1
662745125840375808,wounded veteran suffer ptsd,1
662677404247269376,stress tired rush family,1
662614215618928644,client therapist relationship,1
662589100277555200,traumatic birth,1
662556331635814400,therapist general,1
662524933298388992,addiction crisis,1
662499682074157056,jewelry help prevent sexual assault,1
662490973222649856,gonorrhea become resistant std,1
662460785780760580,parent sex child,1
662445716338573312,subtle suicide,1
662423081508593664,doe halloween traumatize child,1
662405407856545792,college student alcohol disorder,1
662382733847601153,white men die suicide substance abuse,1
662315036241620992,sex couple fertility benefit,1
662251833658863616,march eat disorder washington,1
662226722285346816,anorexic woman weigh pound,1
662193950472687616,love woman anxiety,1
662162542538661889,mindfulness workplace,1
662137301502443520,teach child selfadvocate parenting,1
662128634514317313,child inherit anxiety,1
662098425551454208,child selfesteem,1
662083336861589505,prevent every suicide,1
662060687326322689,deal mental health issue work mentalhealth,1
662043023006650368,peer support break stigma,1
662020343926759424,teen selfharm bullying sexting,1
661952654478823429,limit video game help manage adhd,1
661889449031266305,child abuse,1
661864364287373313,need weekend counsel appointment,1
661831555044765696,sign child neglect,1
661800191054520320,love person mental illness mentalillness,1
661774905411813376,message mental illness worldwide mentalillness,1
661766222510444545,accept emotion acceptance,1
661736021101555712,need therapist accept husky insurance,1
661720972999966720,side effect antidepressant,1
661698309837426688,think sadness depression,1
661680638970449920,mental health academic life mentalhealth,1
661657954098245633,stress woman worse,1
661590224686997508,poor parenting child behavior problem,1
661527051548127232,date site connect std increase,1
661501965579382784,search counselor meet weekend,1
661469165929283584,subtle sign depression,1
661437773245730816,men account suicide 2014,1
661412527797071872,accountant mental health stress,1
661403830748389376,another counter anxiety,1
661373646527709185,doe legalize prostitution lead trafficking,1
661358582177406976,affair,1
661335940464549888,doe early life stress lead depression later,1
661318243026673664,marriage good health,1
661295577678901254,struggle need perfection,1
661227699952857088,birth control impact marriage,1
661164666555641856,senior cope depression,1
661139561385447424,sense depression,1
661106780865458176,doe stress effect health,1
661075392791465984,black men mental illness mentalillness,1
661050127159795712,understand anxiety men,1
661033861560823808,mentally ill leave behind mentalillnes,1
661018767883943936,tackle feeling resentment,1
661003682931187712,myth undermine addiction recovery,1
660988602365685760,many people cocaine problem addiction,1
660973481346113541,child pot addiction,1
660958387044229120,ptsd flood,1
660943286480330752,volunteer improves mental health,1
660928187497586688,care work,1
660913129086459905,reverse childhood obesity,1
660898021148893185,child,1
660882883360530433,refuse treatment bipolar disorder,1
660867786638536704,doctor vaccine,1
660852670194917376,spotlight prescription drug abuse,1
660837573439393792,adhd daddy home disorder,1
660822468731478016,next notice feeling someone smile mindfulness,1
660807348236230656,screen child depression physical exam,1
660792251195461632,genetic mutation cause half autism,1
660777130532413440,doe job impact mental health,1
660762024163549185,australian mental health system break,1
660746929131925504,scholar question adhd exists,1
660731803339202560,child chiropractor,1
660716688783052801,bipolar disorder,1
660686479593766912,kid screen electronics addiction,1
660671393814724608,increase adhd medication use,1
660656353510350849,older woman enjoy sex,1
660641274526060544,anyone express concern worry anxiety,1
660626165552558080,doe love addict mean,1
660611076611055616,best therapy,1
660595990613901312,college kid alcohol,1
660580887759880192,teacher mental health training,1
660565774436802560,people recovery need support,1
660550701114916864,date men past relationship date,1
660535630657626112,men depression stereotype,1
660520497185226752,worst habit mental health,1
660505417668296704,tip overcome depression,1
660490411895627776,different parenting style,1
660475191970131968,link maternity leave mental health,1
660460098905612288,savor positive emotion,1
660444985431597056,suicide survivor point view,1
660429880279113728,increase funding youth mental health substance abuse prevention,1
660414761209843712,daily admission selfharm,1
660399625401180161,sign mental strength resilience,1
660384531812339712,question sex addiction,1
660369423279267841,woman greater risk ptsd men,1
660354352041861120,want improve relationship,1
660339194531835904,men anxiety depression,1
660324103203782656,teen prescription drug use,1
660309000337170432,child become bully,1
660301562665791489,men biological clock,1
660271355808624641,drug prevention tip youth,1
660256282172092417,therapist connecticut weekend,1
660233626991378436,suspect someone experience ptsd,1
660215979889291265,help homework less stressful child,1
660193323060187136,ecigarettes nicotine addiction,1
660125530809872384,toxic workspace mentalhealth,1
660062413417529346,mental health treatment mentalillness,1
660037257970262016,video game help manage adhd,1
660004509964484608,doe post partum depression,1
659973130300059649,deal aggressive child,1
659947866971049984,poor child school,1
659939161042980864,shyness,1
659908992244826112,mean people successful counseling,1
659893891005554688,child sexually inappropriate behavior,1
659871238324662272,feeling emptiness,1
659853638760800256,kid college parenting stress,1
659830944921165824,kid toddler depression,1
659763098245595136,help teen peer pressure parent,1
659700031361040384,deal fetal alcohol syndrome parenting,1
659674879248191488,vitamin improve sleep,1
659642142462210048,parent parenting,1
659610738701508608,use employer mental health screen tool mentalhealth,1
659585482091794433,consequence threat suicide,1
659576749102145538,marry dissatisfy marriage,1
659546561437958144,powerful effect gratitude,1
659531503504924672,vegetarian diet good,1
659508869761253381,oxytocin help autism,1
659491223930085376,date divorce,1
659468544040652801,gender bias express anger,1
659400670668308480,psych med use study aid medication,1
659337651514945537,college minor substance abuse addiction,1
659312503562838016,people mental illness need listen mentalillness,1
659279748594606080,age young medicate anxiety toddler,1
659248472781099008,pay sick mental health reason mentalhealth,1
659223102841339904,domestic violence victim control woman,1
659214424113328128,questionable parent magazine,1
659184190668328960,struggle parent teen,1
659169120995397633,consider controlling parent parenting,1
659146496005287937,strategy bipolar disorder,1
659128844088180736,obsess food ocd,1
659106171668840448,concerned child play football helmet helmet contact concussion,1
659038272560234496,childhood adversity change brain,1
658975265129934848,think mentally ill woman target abused mentalillness,1
658950096000827392,think alcohol harmful teen,1
658917356006199296,think social medium harmful kid,1
658885958750883840,borderline personality help job,1
658860704041181184,mental health taught school mentalhealth,1
658851984200630272,partner diagnose borderline personality disorder,1
658821796779704325,american teen reckless teen elsewhere,1
658806742718029824,think depression complex simple mental health screen,1
658784115899113472,doe music impact thought feeling,1
658766452946817024,many people toxic friend unaware friend toxic relationship,1
658743793278152705,many parent child diagnose depression,1
658675940986396673,afford therapist barrier help need,1
658612870163341312,reasonable plan address addiction problem,1
658587733095522304,wonder mental illness impact insurance coverage mentalillness,1
658554959722618880,wonder whether parent role modelsparenting,1
658523554745556992,inform teen alcohol use,1
658498315336732672,want ask someone bisexuality,1
658482013503160321,doe self acceptance lead growth,1
658466920602181632,blue away healthy diet healthyeating,1
658436746418499584,marriage harm child,1
658421650732535809,myth age,1
658391461751312389,anxiety child,1
658376375385116672,older couple attuned,1
658361293536165888,celebreties depression,1
658346162907447296,adhd common problem,1
658331079917613058,mental health mentalhealth,1
658315975733985280,gift selfcare,1
658300880710737920,selfcare checkins,1
658285772748005376,trauma bond,1
658270643364962304,transition high school college mentalhealth,1
658255542146703360,personal belief heal counsel,1
658240409039163394,rise mental health detention mentalhealth,1
658225300099190784,united nation review mental health mental health,1
658210198230847488,college resource mental health improve mentalhealth,1
658195088263262208,change therapist therapy counseling,1
658179985052684288,vega treat mentally ill mentalillness homeless,1
658164873260613632,abolish death penalty law politics deathpenalty,1
658149760508010496,lawyer access sexual assault record,1
658134655040921600,unhappy work happiness,1
658119622546333696,top psychiatric practitioner remember,1
658104525337808896,anxiety disorder prevent child,1
658089433183449093,message provoke fear change attitude,1
658074334628548608,early intervention change nature schizophrenia,1
658059249059274752,child addiction,1
658044149392908288,theory origin depression,1
658029084065341440,psychological trick bad leader use,1
657998936800645121,kid tire stressed bore,1
657983821728620544,sleep need,1
657968709118611456,avoid stress answer,1
657953608785338368,foster child likely diagnose adhd,1
657938484846600192,garden therapy help woman return work,1
657923386904084480,profile pedophile,1
657908284570103809,sign teen suffer anxiety,1
657893161474367489,pain killer pill addiction epidemic,1
657878050047139841,miss dismiss someone drunk alcoholism,1
657862954508005376,hard mental health professional,1
657847831902990336,employer need offer mental health,1
657832724393250817,reason join support group,1
657817630976417792,tip raise boy adhd,1
657802507935195136,help homeless people shower,1
657787397694955520,plan tackle addiction,1
657772297625796608,another kind abuse,1
657764807039406080,black american kill rate people developed country violence,1
657734612366528512,buprenorphine opiate addiction treatment,1
657719549631070208,sign nervous breakdown mentalhealth,1
657696908421505024,third trip psychiatric facility,1
657679252490440704,improve marriage gratitude,1
657656624778231808,help grieve teen,1
657588833593225216,myth adhd,1
657500560120262656,loved mental illness mentalillness,1
657436443661488129,every family access mental healthcare mentalhealth,1
657411158069088256,campus suicide rate rise,1
657402412999774208,triangulation,1
657372241974398976,deadly consequence fat sham emotional abuse,1
657357146158465030,subconsciously resist change,1
657334535160467456,support love mental illness mentalillness,1
657316899664084992,minimize substance abuse addiction,1
657294221511106560,doe increase awareness lessen obesity,1
657226339309744129,myth compasssion,1
657163318654803968,recovery depend hope,1
657138225731997696,grant mental health clinic mentalhealth,1
657105412861337601,toxic describe mental illness permanent mentalillness,1
657074030667767809,history bisexuality,1
657048773563174913,embrace god transgender people,1
657040024786087936,sex woman spend child,1
657009849180553219,child,1
656994781546024960,mental illness invisible counseling,1
656972113136480256,calm anxiety,1
656954514403127296,smoking drinking pregnancy,1
656931827110846464,treat mental illness physical illness mentalillnes,1
656864000295194624,borderline personality disorder wounding,1
656800918948716544,access mental health varies state state mentalhealth,1
656775808426582016,young black depressed,1
656743024299548672,myth addiction,1
656711637609517056,public housing drug test,1
656686369956339712,doe hangover cost alcoholism,1
656677650887524353,tip bipolar disorder,1
656647483641233408,sign teen use drug,1
656632394963943424,maximize mental health coverage mentalhealth,1
656609751107829760,child sex abuse,1
656592111463178242,benefit mental health aid course mentalhealth,1
656569432962113536,shortage psychiatrist jail,1
656501619069177856,different sign teen adult depression,1
656438537517146112,weed gateway drug,1
656413411778105344,youth mental health election issue mentalhealth,1
656380653513101312,conversion therapy ban obama administration,1
656349254605283328,train prevent suicide,1
656323979234426880,biophobia,1
656315331833692160,safe awareness,1
656305159161683968,many struggle tardiness absenteeism,1
656300174155845633,people turn colleague vent frustration,1
656292635930415104,manage stress job,1
656285119234338816,afraid commitment relationship,1
656274997204418561,gratitude definitely improve overall mood,1
656270022134931456,men arent dog truth,1
656259900834775041,focus send positive impression receive,1
656247369617580032,experiment teen drinking unmanageable recovery,1
656229738684485632,goal connect provider teach mindfulness across world,1
656214629664837632,acknowledge strength help raise self esteem confidence,1
656207063379521536,doe maintaining good fitness help emotionally awareness,1
656144164623634432,usually tend rely trust support,1
656139209967841282,learn work sick resentment,1
656076145033682944,next notice feeling someone smile mindfulness,1
656063607973793792,shine brightest share love peace weve awareness,1
656051049074135040,intend help trauma addiction survivor live life worth live,1
656033378081374208,advice younger self awareness,1
656018263353217025,imagine book ready next couple month excite,1
656003147542958081,love life work everyday forward help someone,1
655986830123409408,youve grown loss,1
655972931126865920,feel less restrict work oppose work others entrepreneurship,1
655967903221719040,supportive encouraging hear idea value dream possible,1
655961590706098177,early remember minute,1
655952866184679424,life less anxiety,1
655945325337825281,anxiety delusion,1
655937758893088769,think high risk mental health problem mentalhealth,1
655930214044835840,higher risk mental health problem gay,1
655922666495455232,improve parenting,1
655915148994023424,ocd parent,1
655907571144986624,helicopter parent helicopter parent,1
655900041262051328,helicopter parent ruin generation,1
655892477216452608,often drive sleepy counseling,1
655884947232788480,many young people drive sleepy counseling,1
655877381991874560,difficulty child mealtime,1
655869851907571712,autism mealtime,1
655862309601062912,openly man parenting skill,1
655854798441459712,yoga improve parenting,1
655847179886702592,suspect men currently life depress,1
655832070737010688,many marry marriage,1
655824634093391872,remarriage fail avoid marriage,1
655816985717133312,think child addict smart phone,1
655809489820635136,child become hunchback due smart phone addiction,1
655801856833290240,experience body image issue,1
655794395539742720,create positive body image,1
655786766935420928,witness child anger problem,1
655771637653110784,concerned individual residing residential care facility abuse,1
655764190011990016,disable die residential care facility,1
655756535855992833,often mental health work mentalhealth selfcare,1
655749078257672192,sick mentalhealth,1
655741422407172096,manage anger,1
655733969946701825,inner rage anger,1
655726315270721536,tip parent child adhd,1
655718861380132865,parent child adhd,1
655703757725028352,claim hospital bullying,1
655688678304534528,survive suicide attempt,1
655673567531704320,bipolar choice,1
655658458738466816,husband commits suicide diagnose bipolar,1
655643349609816064,woman face abuse online,1
655628254762659840,emotional journey wean baby breastfeeding,1
655613133462048769,doe mean latino,1
655598032537432064,addict online fundraiser,1
655590490310647808,lose interest depression,1
655582939246428164,loss interest depression,1
655575374030635008,sex offender registry perpetrator neighborhood,1
655567821439660032,protect child pedophile,1
655560297189646338,mother drink alcohol pregnancy,1
655552753490632704,woman drink alcohol pregnancy,1
655545188849426432,trauma victim survivor,1
655537688003682304,information trauma survivor,1
655530088281329664,race thought impact life,1
655522552907997185,racing thought,1
655515022999859200,child inherit,1
655507462704013313,child inherit anxiety,1
655499947463286785,trauma survivor selfmedicated symptom street drug,1
655492368427327488,trauma substance abuse,1
655484837621571584,sleeping problem,1
655469741847531520,adult adhd,1
655462236371230721,adult adhd,1
655454641178681344,anyone woman experience postpartum depression,1
655447092769460224,postpartum affect woman think,1
655439534088323072,suspect child abuse notify cps,1
655431990204829696,type child abuse,1
655424434015203328,depressed teen,1
655416900437020672,therapy boost teen risk depression,1
655409328762060800,doubt particular diagnosis,1
655401775336443904,adhd,1
655394217611632640,felt sad sex,1
655386690425638914,sad sex,1
655379121380401152,favorite celebrity different mental illness,1
655371564569989121,celebrity diagnose mentalillness,1
655364021936353280,bruise arm self harm,1
655356458285072384,emotional abuse self harm,1
655348892385562624,trouble teen,1
655341345947697157,teen,1
655333797563670528,mental health mentalhealth,1
655326218552766464,free mental health ups library mentalhealth,1
655318673138262016,common bed wet household parenting,1
655311108308357120,doe child wet bed,1
655303557009293312,across child abuse,1
655295999615836160,effect verbal abuse child,1
655288452209053696,think gay conversion method,1
655280894303936512,disturb gay conversion method,1
655273323740471296,every visit someone rehab,1
655265775335428096,rehab addiction,1
655258217639972864,witness someone bully religion,1
655250667670515712,kid turban bully,1
655243107768926208,someone depress,1
655235562937393152,depression suck,1
655228097504137216,anger,1
655217987151142913,help loved commit suicide,1
655213009065873408,schizophrenia possibly combination disorder,1
655205473076006912,teen smoke less cigarette pot cannabis marijuana,1
655197915179257857,worrier anxiety,1
655187808202694656,link brain size,1
655182854146674688,emotional abuse harmful,1
655172723539185664,someone treat bad lettinggo rejection,1
655160210051485696,mindfulness help quit smoke,1
655142559124205568,chronic pain addiction,1
655127442676404228,support group parent child adhd,1
655119866437873665,suicide african american community,1
655056985734385664,heroin use rise,1
655052024371924992,child discipline,1
654988981793345536,doe positive think improve mental health,1
654976434222551040,bipolar spouse survival strategy,1
654963852258484224,self compassion,1
654946192963579906,depression,1
654931081225965568,option violent mentally ill youth iowa,1
654915974341271552,mental health service,1
654899681718358016,recognize sign anxiety,1
654885758952538112,quality mental health service,1
654878199067865088,finally heal depression,1
654865739996860416,pathological liar,1
654850627839860736,recharge battery exahaustion selfcare,1
654843079216766976,violence mental illness anger,1
654825434182479872,ocd neat,1
654820455740604416,race breast cancer,1
654810337275842560,gene unlock potential treatment schizophrenia,1
654780167349374977,anorexia link abuse,1
654765135530070016,depression pain,1
654757511543656448,child mental illness sometimes abused,1
654694592835555328,parent guide mental illness parenting,1
654689650208956416,mess therapy,1
654626605080444928,think child depressed,1
654614067546574849,counsel help anxiety,1
654601539739324416,stress less,1
654583876950560768,mental illness south asian men,1
654568769914818560,show respect mental illness,1
654537334994653184,symptom depression,1
654523374648061952,blame school shoot autism,1
654515821440593921,state mindfulness,1
654508286750928896,older woman enjoy sex,1
654503333584076800,earn trust spouse relationship,1
654493215920402432,doe self pity others want relationship,1
654488230323200000,different express love others relationship,1
654480696334000128,fear intimacy commitment relationship,1
654473129478201344,laziness impact social life relationship,1
654463036003065856,hold onto resentment help hurt relationship,1
654458074061799424,mood swing cost important relationship,1
654447939092377600,teach child discriminate accept difference parenting,1
654435443178606592,spank spank others doe parent,1
654417795690700800,doe spank child teach violence parenting,1
654402670875254784,increase intimacy partner relationship,1
654395102949998592,intimacy result communication relationship,1
654332186842263556,therapy effective treatment depression anxiety,1
654327254273630208,aware depression symptom,1
654264223980257280,lose desire eat feel emotionally depression,1
654251679601324033,lose interest everything use depression,1
654239129820135424,lack energy bed depression,1
654221440158420992,relive traumatic event counsel help ptsd,1
654206319126310912,bad memory trigger particular person place ptsd,1
654191207921401856,often experience bad memory ptsd,1
